"Количество отвердителя, м.%","Содержание эпоксидных групп, %","Температура вспышки, С","Потребление смолы, г/м2","Угол нашивки, град",Шаг нашивки,Плотность нашивки,"Плотность, кг/м3","Поверхностная плотность, г/м2","Модуль упругости, ГПа",Соотношение матрица-наполнитель,"Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа"
111.86,22.2678571428571,284.615384615384,300.0,0.0,6.9,57.325,1980.0,1010.0,1183.0,3.53233830845771,78.0,2000.0
111.86,22.2678571428571,284.615384615384,300.0,90.0,4.0,47.0,2000.0,1010.0,205.0,2.87735849056603,78.0,2000.0
111.86,22.2678571428571,284.615384615384,220.0,90.0,4.0,57.0,1920.0,470.0,456.0,1.59817351598173,73.3333333333333,2455.55555555555
111.86,22.2678571428571,284.615384615384,220.0,90.0,4.0,60.0,1880.0,470.0,622.0,4.02912621359223,73.3333333333333,2455.55555555555
137.62741961242,22.3445335715259,234.716882964809,246.613116536634,90.0,4.0,70.0,1953.27492638743,555.893453315223,1136.59613462105,2.58734764319625,80.8032217605356,2587.34298289064
146.252207766867,23.0817574798037,351.231873967312,226.222760364565,90.0,5.0,47.0,1942.59577668332,864.725483802792,901.51994673357,2.49991792788794,76.1780750811993,1940.0
101.617251334785,23.146392813099,312.307205242628,178.198555892297,90.0,5.0,57.0,2037.63181118987,547.601218644053,707.570887009741,2.04647146357792,73.8170666194231,2624.02640716719
135.401696554643,26.4355145955444,327.51037669861,123.34456143249,90.0,5.0,60.0,2018.22033158733,150.961448500303,836.294381561619,1.85647616956086,77.210761575252,2473.18719456744
105.786929571358,17.8740999097888,328.15457946162,275.5758795221,90.0,5.0,70.0,1917.90750636706,526.692159405927,478.286247339653,3.3055354218421,72.3457087941471,3059.03299121234
96.5632931903446,22.9892905613243,262.956721990283,126.816338870833,90.0,7.0,47.0,1892.07112380677,804.59262075019,641.052549404649,2.70955409454249,74.511359223088,2288.96737657892
149.372832370371,21.6617506765061,330.498640996826,261.077071612965,90.0,7.0,57.0,2008.35759183338,535.371459116834,393.967325455383,2.28282531370928,72.2449240783816,2704.44508096151
149.372127890098,19.750577886982,232.058191344622,162.493693621344,90.0,7.0,60.0,1973.62909661136,485.45377805732,991.724094559311,1.97814017317886,75.6657005566096,2448.94307925134
79.7945478731184,22.2963037219206,340.736898443345,123.356264267511,90.0,7.0,70.0,1872.49155988411,864.929183708856,801.033882540326,1.77143639306974,70.9475915609757,2796.78540176497
67.4989930617371,24.2806090209505,254.949083669843,207.018581295981,90.0,9.0,47.0,2010.04701192391,117.535234207925,339.550422757456,3.27708698694618,67.4787066266392,2462.60538586832
133.549000743282,23.2637965673584,314.996125461987,200.580249351275,90.0,9.0,57.0,1912.31543664458,377.389009428455,1183.09184548451,2.98436222584574,75.2904522177158,2303.7706561607
109.239530469489,25.6827594776929,294.048536607078,192.191162092306,90.0,9.0,60.0,1879.9698456543,408.354239337243,1003.27017753553,2.91614962097909,71.7008556184055,3086.54619576288
81.3798708371328,23.4224652380694,279.080157491732,252.87056880778,90.0,9.0,70.0,1813.23459997756,575.062857120828,757.874478991465,3.24761721067416,69.341132877179,3188.13635771731
58.2624142792189,24.0735492275228,325.138687978497,222.699487259763,90.0,10.0,47.0,1908.94060108184,456.90804669773,530.228686361803,2.42387567266603,74.2443541741854,1890.50580698778
132.343059816683,25.3970009790122,286.55643085455,271.901393688095,90.0,10.0,57.0,1977.33904724926,690.364835735948,1572.09604227992,5.09899308958125,72.3416397334948,1386.57897293013
110.564839894065,23.4871397611806,270.286765096589,187.861372739767,90.0,10.0,60.0,2085.49583722341,278.230020274264,931.310636063099,2.44417698589548,71.4790604659631,2740.22963128366
132.147403310926,22.6501091996101,357.972896225409,163.902778015018,90.0,10.0,70.0,2078.89467612972,787.299217034787,1542.1684576617,2.66769692914197,76.4717884703426,2559.64304741812
61.4212965247638,23.4907229119055,316.414572148037,311.052397919637,0.0,7.85616654701846,64.3019638481212,1968.40138797479,637.376892656562,455.87101881671,3.03439948276313,75.0903717369656,2848.49007846398
71.2940582201344,24.5233806974229,271.975678290965,227.02255734554,0.0,7.40154256701157,58.25500000000001,1936.09913728867,129.0771628561,1056.55498512092,2.46520497109548,66.4207943619588,2868.58652722703
77.506882539453,18.1261070575147,223.408685433481,314.776668711928,0.0,6.6757803392663,78.6232993394774,1996.15914531562,28.6581023413458,525.05777410666,2.66438864884511,69.4897734806242,2220.58744458909
102.959068581182,19.5667162363837,225.810222871408,91.047646334499,0.0,7.5263983201197,38.176975316573,1965.92922694261,871.088954822428,899.603701021752,1.19352958197572,73.4546945165033,2335.54179171276
81.3520473688647,16.3915947268609,233.296062693547,303.075452369361,0.0,8.32569922025696,46.0454276299509,2049.3734037036,561.992130838731,382.263358534453,2.91433327547696,69.8146151618113,2262.78436556029
143.576937132067,24.2755880964038,274.988794415536,248.244329856063,0.0,7.65621087508853,33.5710235584788,1913.37967697839,260.859341082141,822.9187354835,4.31566578217077,75.9573285670879,1639.91252544902
150.015829771817,18.2994213764344,315.904178072587,304.423274095783,0.0,10.3029447225773,39.2342797929543,1963.35156013111,644.363142054109,1155.16050409361,2.33842428819444,71.303989767743,3407.71358118161
130.942797937247,21.8292399010645,288.95209880887,228.867719644237,0.0,8.94689112067868,72.0845940916646,1984.51137289759,161.007718499953,1405.78682165894,1.29816724555935,74.6809132551444,2526.81425574501
95.0890218408534,19.3649257190022,205.499760973999,289.957141572361,0.0,3.74662497721847,57.997772182102,1986.34905262266,196.357642664904,809.293803508733,2.13444614423682,76.340207250164,2459.52452600309
116.856462171446,21.5732649493152,320.740172497546,189.88330728957,0.0,9.09436367744417,44.8016005719315,1991.78978866553,755.500555164435,1250.19827510079,4.14796643221644,70.3554640267673,1795.71935925029
112.719826048096,19.3905110709324,336.245383730252,206.693378878874,0.0,6.30377284560279,72.1520187318852,1987.25985886021,352.831983527717,403.395230243573,3.05783014692351,73.0164888868577,2016.50363680435
111.969772877024,18.8002833612162,304.190488336488,226.422645257059,0.0,7.2579618310852,50.2198355345044,1940.73923718186,229.928336911591,347.991750411159,4.18212858438216,72.7694732165961,2097.66945238521
115.70972016857,21.0433175526934,236.883671599211,188.274123032686,0.0,6.54799294442016,74.2188766056854,1956.0872973781,393.39543680609,622.7227580118,1.84692315458134,73.49999999999996,2436.27365928317
136.323974578022,23.3292718838398,292.625715602231,219.321971333448,0.0,6.1461253214983,70.3554043303719,2057.93919253743,523.847248646196,939.859008839481,1.30102504367318,69.3828660743641,2561.54464642705
120.69587752402,24.431893660076,308.978564926445,266.13830124966,0.0,10.0507182797683,74.1566656499943,2065.51787986419,234.16167437556,553.620936055687,3.63193481154382,69.8021906297403,2320.81868146872
101.985372572233,23.5215700672067,263.936794164664,321.58318393106,0.0,9.91252624375488,71.1448160894335,2078.08518958498,200.970956298652,578.472210127331,3.95035176348501,75.9294262403174,2684.39394681658
107.633965680302,26.2609927739994,294.750758090161,249.425570165226,0.0,5.64691439859512,75.9523106859402,1907.24088138391,465.510428736911,854.911878489206,4.61698956841306,74.9551385125935,2708.0922867869
86.2580477765799,21.3510430299661,240.093794136484,279.646443441237,0.0,6.25505768443793,32.878738287025,1985.43627389172,61.3178549317505,481.467008793364,4.25637632736662,71.5960274616026,3156.30010328437
40.3048056934109,22.2303471856234,239.576875689797,268.64454753915,0.0,7.31043751586699,63.8613060666936,2045.91998424776,646.074221656415,707.064066216619,4.46735038107235,73.8029667670687,2718.50504829443
162.465446710082,23.9675428207614,260.189897198972,187.890164290387,0.0,5.25689909291407,67.1830562483555,1892.75780016532,173.812811659156,968.179171336095,3.11817622250867,71.1835610478094,2002.04390800367
106.195439435444,20.3113391841181,300.754584110511,304.428870764341,0.0,2.30265513315926,65.8076490390582,2053.4297826253,417.143283679578,259.357736132267,2.67656443820564,71.1875536033647,2145.01588116359
151.416684185638,22.2063665946037,313.627206741365,205.202797305012,0.0,6.79367738419888,47.2949834576965,1970.51813882891,411.446771185876,724.579859120517,3.17576486892054,73.5543672416027,2505.32548580907
135.949276438419,21.4973031317718,362.877362326566,186.555661741722,0.0,6.2811496770177,72.2928799487037,2019.06596565285,34.4889064368429,1081.41266004272,2.09774644082955,74.2967008623467,2860.2709609966
91.6603001689428,22.6763903716021,317.473648157517,321.145901909665,0.0,4.98508334944557,38.3073423208593,1917.78360071006,422.070243954587,764.787106215564,4.79471062727875,69.0762520457978,2250.21111996466
84.2889186459112,26.3858597471124,264.963876475242,194.853056966549,0.0,6.1913302964011,31.8041411567934,1956.58718841296,672.364980143195,411.160200151565,2.5619173843691,70.1028944970212,3004.69657199198
115.482321184986,24.461133568691,302.348496497711,283.289007232791,0.0,7.78271128777422,54.6338176227547,1993.62408679527,168.599067010175,334.893406086304,1.70519378852586,73.7811776825022,1624.72053300225
104.097858932163,20.7786343232078,227.51331059067,281.270927847583,0.0,13.1990069942431,66.3630228720231,2014.62331805313,654.548803323962,607.061634664446,4.41416119685704,77.0465882211044,2241.46361145778
87.3869345312855,23.3224226502699,291.339068668643,228.91172416346,0.0,5.08285562607062,50.405847788056,1868.34874519129,338.937140584667,576.503658192798,3.45282114986932,73.5938171327313,2957.91551381655
106.823807795205,19.3327000435086,320.363018577296,92.4478651000093,0.0,10.6228863710581,47.5497714800792,1843.18256234416,75.2400195451441,1185.99314968772,2.68194050892477,71.2150322767018,3377.32804427794
88.4130126456654,23.0854223167781,280.643182017825,138.224720766734,0.0,4.79586231229187,37.4047624988696,2042.28028337428,324.279402274901,600.769621057725,3.12002168259489,69.5260148149445,2164.38893556579
148.316385759674,16.8696696350116,289.23616959197,172.549268899625,0.0,5.18293533449742,79.5140703114715,2009.39872044359,398.919837742403,962.774186374449,3.72515191986744,69.2046420071986,1337.424692334
111.25927526507,22.7850763746836,309.579804260058,141.59841601308,0.0,7.42170414975365,58.2385036038102,2008.31072030206,887.094294913776,53.5822776311981,2.00123378085961,72.4865459842513,2835.5711428293
161.557740686131,22.7251942440169,303.53008959714,131.922189046358,0.0,4.5459247020502,63.3257037998115,1929.67753077483,894.354923411658,1143.78711291358,2.53886870194548,75.3210982301261,1934.31603288287
117.857237307933,18.0395915889216,347.608414194633,219.99535125577,0.0,5.08135736878662,62.4221341358259,2068.26739082148,404.645934559472,844.905565397782,4.18091114843855,69.6004028193487,3134.10349822334
122.027950485535,22.6877653304713,247.090686428188,198.685795025871,0.0,8.48906022674753,59.388333333333335,1985.37632674925,202.395245625015,1039.38596849616,3.12666059634732,67.6480612318363,1780.63138638265
134.957547547227,22.1304484869894,304.832999237713,234.208913634003,0.0,4.56846260485789,52.6405746910021,2053.92831802024,361.106340941915,710.851928521885,2.39335559675756,72.0474413283835,2802.17805816386
92.4193283683085,22.2446691752612,291.935734394608,211.912630322441,0.0,9.24558543118187,40.6081026886021,1969.62361231578,565.339508132214,1251.78990565381,1.94002141130966,69.1815991618218,2757.13030348676
104.486677499559,23.8987280424436,308.473988799102,300.499627685786,0.0,11.6440483301461,34.9295717120059,1952.0178976549,808.806264014204,105.154466533956,2.96581179258464,75.8254841649787,1400.35793217963
114.528376344994,25.7988298980678,281.114390814806,147.007066556703,0.0,6.84503635293727,49.7538584337575,1949.45458722468,293.444451877068,638.939797087107,4.43317554684919,76.8360634066066,2331.46952691839
147.304327145391,22.5293840478616,306.854196901891,138.967712213374,0.0,7.98414562731789,51.0588681799301,1929.52018533042,207.521157348898,386.79318228456,2.89683591198512,69.0941856872217,1869.98008853837
107.581745858228,25.1264946874864,325.158879481838,195.97859018411,0.0,4.51649933309847,45.9672825207508,1990.62526162108,451.86436518306,469.692137770416,2.52620785257568,71.7098961371883,2004.93278613354
115.495390128164,24.1676319673921,259.258200768966,228.50865320882,0.0,5.76437702887089,73.3535262214056,1835.94606537685,7.09535401264071,1312.26650249731,3.71167553514513,75.0632223881923,2840.93485251891
142.130759048646,24.5343570280639,246.809360514364,156.263366293575,0.0,2.08129430676411,58.9133232111871,1878.49402858102,489.988285995282,1129.2518001018,3.4371928777298,71.4313833014238,2010.3343388636
99.7579909083023,20.2086361361128,297.14694776363,244.035478370514,0.0,8.72543685815608,67.0117081237353,2014.75524946944,574.786073099323,971.080034390633,2.95252638624795,69.9339583427704,2902.50915558568
96.0452717071344,19.7153238418283,303.818771039945,241.318361361569,0.0,6.58117283915919,29.9490724287558,2019.60113491693,1021.61009393758,278.106720460541,2.90330482263953,77.9765608091946,1604.1445022462
99.675032793115,25.7224493200724,292.101684786064,192.158907636717,0.0,4.76422910020487,70.4951579039806,2017.20441780194,300.260202408651,980.189230193403,4.45711998805819,73.7828278686362,2546.35196236238
126.027685319243,21.3449149327709,356.530711599113,172.969660830289,0.0,6.30424974881033,58.4019728380879,1948.39523770175,221.233654221069,1072.0103959914,1.04436147111365,69.3453726996293,2436.6915081748
132.65352487722,22.4472819943523,255.190945494869,220.557907868402,0.0,5.59261340518086,84.8408875377012,2021.85639528586,194.049749141959,881.137149919579,2.52710220131329,72.2711830029007,3214.53480934595
140.938971719314,24.3704754933437,261.486931646461,301.76575439247,0.0,9.02511978187264,55.9738630864365,2075.22120263035,1013.02960617917,78.9143236438797,3.31942347145868,74.2735490653323,2044.04357325501
102.429378146075,19.8395923863193,244.802386412792,192.197370895773,0.0,10.1177506111313,71.594706298912,1873.63015432042,876.827541329149,981.863229192678,3.85839462105363,75.9714893100369,1913.04928896465
116.753626353082,21.9788140951841,334.333067090101,111.056522728756,0.0,10.9917030810129,38.1153985581651,1924.8648321671,679.950216839347,957.378290184471,2.14361668143806,67.0265082250484,2133.59114678859
131.215489040203,21.8451439021792,341.412674813216,239.241272224609,0.0,10.3302155269039,64.5699889936966,1967.03752657551,812.629311794083,457.127194947934,2.0413521645778,76.0015279368089,2573.63255590374
102.614962309456,17.7515310835964,256.335929683774,277.746898334632,0.0,7.01662242248013,48.6676443864594,1986.55243996333,414.212654658843,818.135194454281,3.55241804852583,72.5137471809204,2427.7269226661
63.5118456398383,26.0390889169199,289.494315739399,188.756824295458,0.0,7.53435720569406,37.4951361340768,1876.16804570014,237.688171894452,560.960950889983,4.27197685251034,76.439840642442,2155.8622848975
98.148,21.5902946586862,280.120468432855,171.988604783678,0.0,7.38816677357381,45.4597781589653,2110.56643699759,4.0990434009833,124.133740028623,1.6209299773483,72.6804124381655,1461.44884516197
126.919151502633,21.2453708727899,303.842913915158,208.929445658,0.0,11.8917707306285,49.3616832089576,1921.91763949269,49.9757613999169,1343.60086748877,3.83340522231327,70.6786915021356,3077.86939648801
79.3468498323662,21.874256956087,206.005127700645,174.349764717947,0.0,9.19645051770041,49.130186923699,2009.03430808664,550.102415744885,250.547072304832,2.60776417871172,74.370869325078,2018.17824714546
71.4207934901581,22.011830868851,345.95274960054,159.958934783878,0.0,9.45435021816427,38.7542098555298,2009.79708472036,463.411500519586,1061.40751599376,3.46531840714799,69.1627659821526,3051.04090860934
144.160097753681,21.0156185020504,313.02346719827,175.901628041114,0.0,1.45037472772178,54.9889347528826,1978.55316047838,355.291453474395,905.115295785839,2.14855771403367,69.5606356074802,3277.66085324609
108.403571029378,22.9516902903046,208.041941374425,134.392554538255,0.0,4.40224759267304,48.9590839234744,1931.68789384737,97.5453577326958,348.354645228981,3.95283414387118,71.807954850299,2836.666666666665
94.187612861334,23.562884632022,291.803991355005,220.0,0.0,4.51282549755834,46.7754687343913,1928.0,384.629392795582,696.149162966098,3.56585493794136,68.7844728195467,2596.68525061131
52.074363628932,16.9770831604711,292.072966770267,172.995710440173,0.0,7.20661462503703,41.3884372311032,1988.30196582608,793.83413503134,177.034494749263,3.10788543750693,75.1027470705178,2371.37313206939
123.506166871104,28.3249680236444,220.225603940206,314.698865683065,0.0,9.5934645122199,35.8816026588052,1881.61648732953,363.128013250105,663.33292062825,3.99163282928962,71.8146155999979,2323.71217704963
112.556322536653,20.4355565439295,278.428992850912,128.471903855317,0.0,9.31246293139468,71.4878269316948,1825.95249704412,495.483404209641,901.708222353353,2.31916633147187,72.3255877087822,2401.52231862469
59.1746537274616,22.5011172600363,318.192405375553,222.307307195355,0.0,0.239660317801428,69.1533524116421,2018.95913118403,108.448229443837,9.98620992397411,2.4034275396069,69.1157624262968,2363.29454596808
100.701483164466,23.1491680413374,288.758252898824,154.439542081752,0.0,7.86039703828512,72.1292287063465,1996.67205635904,358.35104456637,1071.2099206432,2.6839288213838,69.8422416539736,2446.56868100687
109.505135228391,24.330904761094,266.258621859423,264.835584427864,0.0,7.36359935585531,69.1723368317854,2020.97647476027,719.870002458961,1013.51359624966,2.33456601349081,68.1665339050387,2618.8888888888855
112.326434543918,27.7076817364195,266.743678860243,280.532100896548,0.0,10.3700408327645,76.1696573775192,1961.39635012088,695.845998805539,1074.13133365158,5.11078055270228,71.5265120366174,2381.18987167905
108.045473084526,19.4753971233738,227.655940286531,202.928474272059,0.0,6.70752255277215,49.2428305202786,1932.75504828165,82.217044939652,723.783321151056,4.17806694549161,78.1433073975036,3307.24444961166
119.50972347983,18.2179815949395,303.840126482864,207.345568206595,0.0,9.9030895116672,45.3194298073486,2008.26931141329,12.0404868498002,962.278362071216,3.64869266287333,73.3896392420657,2684.31258259535
93.7485541276624,24.5932719990938,338.101358737812,261.819467829254,0.0,3.70851518297216,78.3800055468162,1986.34011019485,76.6826934074773,1257.77900304243,3.49016173689906,76.1793827185123,2605.94963387025
149.274563252657,21.7752731455617,282.265659520879,156.385476165976,0.0,6.58312309746804,50.0520985620961,1868.41263136988,89.0740712924786,800.349064032908,3.61518140211176,74.170087571078,2543.23690902203
136.628657148349,21.5931747131841,323.796315773368,189.329207738759,0.0,4.37830659592764,84.1327782307252,1910.93143389072,339.273301960956,556.7891489243,2.91988882419338,68.1875086837908,2331.69191215819
157.076487854001,17.0892281048042,305.658635175067,208.945212267981,0.0,9.45326906976745,52.3916690992692,1879.00070531557,1227.24309651447,1106.82574916339,3.10804304801002,72.6252131075541,1529.6044230796
146.035949340321,23.695911148696,295.731697731617,194.238670283906,0.0,6.630000000000001,74.4690023081356,2019.55215915915,822.311633841746,1063.74278115845,3.15340427282992,70.6487527780502,2700.66534113303
147.908960923558,23.0937147359627,270.143494828285,149.084561101116,0.0,6.58791393628453,34.407934234527,2080.43626043079,764.949129311538,818.584963242036,3.78453378939025,74.7913199104795,2368.10271401236
120.193114819935,21.5467637577552,224.657476294879,132.056503137526,0.0,5.6805105686958,70.7447086273094,2125.20620903089,270.457644156168,856.379707246881,3.66078705917815,69.7029943205378,2953.36674800987
102.349134804869,19.5805468956807,247.744983223707,346.276191094327,0.0,7.19053834780499,58.25500000000001,1944.51836529476,371.247656175137,589.646853160507,4.1366909764279,80.0753632444654,2588.98128154747
120.680539412637,24.082653349999,263.129987896194,162.882660665919,0.0,5.86770510487927,59.6204256098918,2007.86877296777,298.924410247606,691.388896740701,3.97310786891826,71.68049054605,2192.7650451321
137.296385285303,20.3987968326408,237.000699552284,140.0,0.0,6.23231913614568,77.1403548902907,2038.72845311359,430.107822157608,1104.75363149631,2.96726774711062,69.2523053356914,1706.26114786912
79.8332316709832,20.0632229826574,308.07672481347,237.571115543585,0.0,7.5677231136102,57.0613571768362,1899.02932143337,34.5476967005972,329.386053696233,4.37943044224713,74.5191190555586,1994.67460301086
118.18466631321,19.3311065981728,253.305033770883,171.810458303451,0.0,1.73474402022773,67.4873140368675,1959.59675793968,987.201560144475,149.662405265887,1.6601859658962,78.868134957946,2355.72536764392
76.9468750349101,21.037842462363,307.301226957021,189.484400535253,0.0,5.53703207263677,66.8485361234487,2076.52257110167,712.637196752993,177.232913095392,2.21786865226637,73.9829656492856,2114.773149935
95.6416772725609,19.431257778407,258.370168527495,284.183922179704,0.0,5.13632543022061,42.3230856221015,2021.81098318314,131.981649001476,315.23185730624,2.16721723253188,73.3539309385746,2494.2142265088
121.066050487483,20.9817295933301,307.840838321953,252.98851217579,0.0,4.00362315710827,35.2813761797027,2061.01447917075,197.638696253385,374.15517799859,3.28935953149906,75.6185150070368,2454.20218751784
97.7403584126305,23.9617021480487,280.527319306035,223.855680868301,0.0,4.29585661766149,40.2377161847722,2012.54997651056,237.36103548279,627.091102560805,2.92790508776097,74.066128583821,2170.83247176416
122.466336798646,22.5324830773673,250.111700908508,326.667721575908,0.0,7.00724231596374,66.5469468564653,2135.7986794063,949.473929507535,1361.9606544496,2.79135167712529,67.4553446395691,1849.91746460923
121.754660866466,22.5361314375521,220.152239218867,229.182606129494,0.0,5.45457783299345,32.7762495845351,2045.55817844179,877.923203482754,525.758520311344,1.82149182558494,71.5567409671738,2078.19436522591
138.873674524205,22.8336445948436,294.494094692645,236.30888485571,0.0,7.17472788121551,49.1606360993855,1963.86646687557,56.1403340229091,1079.95172457301,2.84824967903826,68.7020387100913,2655.46086278527
106.704606483918,20.5755939753209,263.362796456392,256.283234828863,0.0,4.92960337110031,38.2857062993035,1885.72400423631,182.225521251225,686.269535088261,1.74645787079316,77.0948951164973,2364.796770099
132.388360097445,23.373700903325,282.14532866972,176.308067680269,0.0,8.96487681667237,66.7197419980419,1925.46368752069,601.842006750524,577.621201358999,3.40176085325364,72.6223758775023,2014.63578793665
103.17644327817,21.6278018720638,299.045889387724,243.825970799259,0.0,2.27175435300816,45.7138087580006,1986.13144332681,852.59958459575,668.459069948088,2.75701624775771,76.2141007700111,2945.92158455737
123.349104786111,19.1062922382672,305.712624070181,220.193714078228,0.0,4.48783570598458,45.5600750112239,1987.18794795186,563.975405241147,418.877804278093,2.96742736201178,71.7691924938968,2456.39500866037
45.1221753550373,24.8300648560584,319.150464552372,224.098202542613,0.0,4.60733041916307,66.6687588343177,2056.29907229233,558.300420768246,1428.38236714329,3.9539783775605,69.0164826583692,2574.67622054533
45.863125728138,21.3443710579746,305.480408850932,257.495622041341,0.0,6.69783832008661,64.7980203031668,2060.75616969417,370.045299389798,387.02728024077,2.97062900262539,77.3616410320201,2471.32329603004
125.557042040984,24.0236240894527,317.57159135124,220.481828361475,0.0,0.310815338065802,70.1572587589908,1862.43206538239,293.085219857331,1428.87030796957,2.27103246245581,71.79999999999998,2419.52071714835
173.254326216121,23.2765695401357,253.481768227446,323.876590840476,0.0,5.35631243008532,40.2344766415817,1938.96287787084,254.108881882811,370.005376454538,3.09745072225443,74.0749101058675,1847.81039754473
106.074955216557,20.4098816991252,297.453359104484,247.845359976872,0.0,6.84699916950264,39.2705652757806,1884.47432094672,730.28957127735,517.796839302387,3.32453505774856,74.6921910713662,2012.9734476082
97.0682953950219,19.7478221778379,242.523325163283,190.126236811779,0.0,4.64595799788816,74.8989540869244,1941.75569538602,379.679870306163,976.003270266533,1.96388234987812,71.3682118686789,2437.94331700001
89.8782066368905,21.1103602989652,322.008954712805,204.153010639737,0.0,11.3753589895885,51.2369080070019,1917.65572784448,246.470756403297,1588.67721742116,3.5408059474856,75.1486785450593,2569.26678094943
116.8893911004,23.5649689707549,353.561942687275,247.193190092009,0.0,5.50684011681257,58.79940476190476,2054.12380997521,643.647660034262,876.794801651212,0.790499431123456,70.080209567943,2424.14861279309
125.160257350176,23.5513924774234,295.101373113641,165.332352655114,0.0,2.51178319771711,50.3030375613748,2145.26035210703,548.83905928989,645.814748630493,3.6520043449254,76.9920030237459,2267.57049040335
128.413302904304,22.4129111716308,293.695902661827,243.754769900751,0.0,4.80608250942645,67.2432458658153,2000.02126014374,252.552154039932,963.514985838245,2.99615410801784,70.9418768394867,2140.66316976665
122.112128782529,21.1777461070146,295.270984388032,276.539615628118,0.0,7.15088553540804,48.315935564454,1910.8525778044,430.682376153857,829.656066645604,2.76315892359089,70.577166053484,2203.58113232471
80.7927476307746,20.6218463065478,365.18547076714,293.256747521795,0.0,10.1289361053654,50.2600971877458,1974.91777409442,352.821223753174,23.6146030004374,4.87425435721239,75.2193596424817,1954.96444268869
100.210884254774,17.2185695823429,279.944161100513,239.4723747007,0.0,8.42541123898241,40.7336474811037,1939.30689136578,360.510708714341,956.971948093116,2.70063924746068,75.1474865444085,2086.33197374258
71.1687979242014,23.5543900031144,218.560835636096,208.483085890784,0.0,11.5026462064631,54.5908676337653,1949.42325021911,793.018651657322,366.753803988527,2.54353934256161,73.0177703609138,2166.32240710173
89.6923668988838,22.1488600221478,313.56619638842,183.17770734771,0.0,3.19421502194393,70.182557109299,1954.98198852573,759.418048666166,710.407173213753,2.51684906841337,74.322191361958,2558.87538970422
60.9942606433636,27.3121673068201,268.485006773921,340.016625582485,0.0,4.57089231125669,78.5473580404118,2107.54911319068,121.565801605074,712.148822056879,3.26752296713052,81.0532928223055,3460.43821194654
116.606569802103,21.6117356899519,341.789753872262,265.171039141906,0.0,4.03646417966573,60.3296802257816,2109.44165877917,372.705289640144,691.301684735719,1.91684276700052,72.6800256760073,2085.86638304655
76.1388744184156,23.594098277489,262.064344650352,162.583903248181,0.0,6.57460597315956,35.0798651563832,2006.43117479949,873.237891199839,1135.88604253318,2.72133101860261,73.1612268755751,2365.11367762949
58.0547671258525,20.7742485025137,257.148028519796,213.519778134637,0.0,7.42151930462171,60.0487783288203,2014.30359529447,581.856096505873,783.017997099461,3.36008438871322,75.4820758015332,2628.15587909189
